perfect,target
1,党委委员
1,党总支书记
1,中共党员
1,中共党员
,中共杭州市委办公厅正科级秘书
,市委办公厅正科级秘书
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,共产党党员
1,共产党党员
1,党支部书记
,中共云南省第10届党代会党代表
,党代会党代表
1,中共党员
1,中共党员
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,团委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党工委书记
1,中共党员
1,中共党员
1,党校秘书
,市委党校秘书
1,党支部委员
1,党支部书记
1,党委书记
,党委副书记
1,中共党员
1,党总支书记
1,中共党员
,党组成员
,党组副书记
1,党组书记
1,党组书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
,共产党员
,党委副书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党总支书记
1,中共党员
,共产党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
,纪委审计监察部财务审计科科长
,加入中国共产党
,共产党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委委员
1,党委书记
1,中共党员
1,中共党员
,省委宣传部办公室副主任
,机关党委办公室主任
,省委宣传部机关党委办公室主任
,党委副书记
1,中共党员
1,中共党员
,党办副主任
1,中共党员
1,党委书记
1,纪委书记
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,省委评为
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,党委委员
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,中共长高集团党委委员
1,党委委员
,中共长高集团支部书记
1,支部书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,共产党党员
1,党委书记
1,党委委员
1,党委书记
1,共产党党员
1,共产党党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委委员
,党委副书记
1,中共党员
1,共产党党员
1,共产党党员
1,党委书记
,党组成员
,党组成员
1,党组书记
1,党委委员
1,党委书记
1,中共党员
1,中共党员
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,党务工作
1,党支部书记
,共产党员
1,党务工作
1,党务工作
1,党委书记
,共产党员
1,党委委员
1,党委委员
,党委副书记
1,中共党员
,纪委监察局办公厅正处职秘书
,纪委副书记
,纪委副书记
1,纪委书记
,纪委副书记
1,中共党员
,共产党员
1,党支部书记
1,中共党员
1,中共党员
,党委宣传部副部长
,团委副书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
,党委副书记
,党委副书记
1,党代会代表
,党委副书记
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
,中共重庆市委党校学员
,党校学员
,市委党校学员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,中共党员
,党组副书记
1,党办秘书
1,党委书记
1,党委书记
1,中共党员
,党委副书记
1,中共党员
1,团委书记
,团委副书记
1,团委书记
1,党支部书记
1,团委书记
1,党支部书记
1,党委委员
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,区委办公室副主任
1,中共党员
,党委副书记
1,中共党员
1,党委委员
,党校普通职员
,市委党校普通职员
1,党代会代表
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,党务工作
1,党委委员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
,共产党员
,共产党员
1,中共党员
1,中共党员
1,党委委员
,党委副书记
1,党委书记
1,中共党员
1,党组书记
,市委副秘书
1,党支部书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
,共产党员
,党委副书记
,党委副书记
,党委专职副书记
,党委专职副书记
,党委专职副书记
1,共产党党员
1,中共党员
,党委副书记
1,纪委书记
1,党委委员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,共产党党员
,党总支副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党支部副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,支部书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,县委常委
1,中共党员
1,中共党员
,党委办公室副主任
,党委副书记
1,党委书记
,中共雅安市委候补委员
,市委候补委员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
,毕业于中共
,毕业于中共青岛市委党校
,毕业于中共青岛市委
1,党支部书记
1,党委常委
1,党委常委
1,中共党员
1,中共党员
1,中共党员
1,党委委员
,纪委副书记
1,中共党员
1,党委委员
1,党委委员
,党委副书记
1,党委书记
1,党委委员
1,中共党员
1,党委委员
1,党委书记
,纪委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,支部委员
,中央党校本科学历
,加入中国共产党
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委书记
1,党委书记
1,中共党员
1,党委委员
,党委副书记
1,党委委员
1,党委委员
1,党委书记
1,中共党员
1,党委委员
1,中共党员
1,党委委员
1,中共党员
1,党委委员
1,中共党员
,共产党员
1,中共党员
1,党支部书记
1,党支部书记
,党委副书记
1,中共党员
1,中共党员
1,纪委书记
1,中共党员
1,党支部书记
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,党委书记
1,中共党员
1,区委委员
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,党支部书记
1,中共党员
1,团委书记
,党委办公室主任
,加入中国共产党
,党委副书记
,党委副书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,共产党员
1,中共党员
,党委)办公室主任
,党总支副书记
,党总支部书记
1,支部书记
,党委副书记
1,中共党员
,县委副书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
,党委副书记
1,党支部书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
,加入中国共产党
,党组成员
1,党委委员
1,党委委员
1,党委书记
,党委副书记
1,党委书记
1,党委委员
,党委副书记
1,中共党员
1,党委委员
,党委副书记
,党委副书记
1,中共党员
1,中共党员
1,县委授予
1,共产党党员
1,中共党员
1,中共党员
1,中共党员
,团委副书记
1,党委委员
1,党总支书记
,党委副书记
1,中共党员
1,中共党员
,中共株洲市石峰区委副书记
,区委副书记
1,党组书记
1,党委委员
1,中共党员
1,中共党员
1,党工委书记
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,省委科技文化发展中心和安徽省幼儿智力开发中心宣传科长
1,中共党员
1,中共党员
,党总支部副书记
,支部副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党支部组织委员
1,党委书记
1,中共党员
,党组成员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党组成员
,党组副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
,党支部副书记
1,党委书记
1,县委委员
1,团委书记
1,党委书记
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
,党总支部书记
1,支部书记
1,党委书记
,纪委监察厅特邀监督员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,纪委委员
,党委副书记
1,纪委书记
1,中共党员
1,团委书记
,党委组织部部长
1,党委书记
1,区委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
,党委副书记
,党委副书记
,党委副书记
1,中共党员
,党委副书记
1,纪委书记
1,中共党员
,党委组织部组织科担任科员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,党委委员
,党委副书记
1,纪委书记
1,党委委员
,党委副书记
1,纪委书记
,党委副书记
1,党务工作
,共产党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党总支书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,加入中国共产党
1,党支部书记
1,中共党员
1,党委委员
,党委副书记
,中共长沙市委政研室工作
,市委政研室工作
1,党委委员
,党委副书记
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,党委委员
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,党委委员
1,党委委员
1,党委书记
1,党委委员
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,党支部书记
1,党支部书记
1,党委委员
1,纪委书记
,党支部副书记
,党委副书记
1,纪委书记
,纪委副书记
,党委副书记
1,党委书记
1,党委书记
1,党支书记
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,党工委书记
1,党委书记
1,中共党员
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,党办主任
1,党群主管
1,党委书记
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,党总支委员
1,党支部书记
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
1,党委委员
1,中共党员
1,党委书记
1,党委书记
1,党支部书记
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党总支委员
1,党支部书记
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
,共产党员
1,中共党员
1,党委书记
1,中共党员
1,党政办主任
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
1,党总支书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,党工委书记
1,党委委员
1,中共党员
1,党政办主任
1,党委委员
,党委副书记
,党委副书记
1,党委书记
1,党委委员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,中共泉州市委宣传部等部门评为
,市委宣传部等部门评为
,党工委副书记
1,中共党员
1,中共党员
,团委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委委员
,中共河南省第九届党代表
1,中共党员
,中共安徽省委办公厅处长
,省委办公厅处长
1,党委干部
,团委副书记
1,团委书记
1,党委书记
,县委任副书记
,市委历任副秘书
,党组副书记
1,党组书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,团委副书记
1,党支部书记
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,中共黑龙江肇源县委党校助教
1,党校助教
,县委党校助教
,中共黑龙江省委党校讲师
1,党校讲师
,省委党校讲师
1,中共党员
1,团委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,团委副书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
,共产党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,省委常委
1,党委书记
1,共产党党员
1,纪委书记
1,共产党党员
1,共产党党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,共产党党员
1,中共党员
1,中共党员
1,团委书记
1,党委委员
1,党委委员
1,中共党员
,党组成员
,党组成员
,党组成员
,党组成员
,党组成员
1,党支部书记
1,党委委员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委委员
,党总支副书记
1,党支部书记
1,党委书记
1,党委书记
1,中共党员
