area,target0,target1,target2,target3,target4,maxConfidence
牛仔布销售,5267机动车充电销售,526汽车、摩托车、零配件和燃料及其他动力销售,1农业,11谷物种植,111稻谷种植,0.2
饮料、包装,152饮料制造,7292包装服务,346烘炉、风机、包装等设备制造,1521碳酸饮料制造,1525固体饮料制造,0.286
工业--医药制造,27医药制造业 ,263农药制造,2631化学农药制造,2643工业颜料制造,3491工业机器人制造,0.545
商品销,,,,,,0
热电业务,4412热电联产,1农业,11谷物种植,111稻谷种植,112小麦种植,0.5
环卫收入,,,,,,0
饮食餐饮业务,62餐饮业,629其他餐饮业,6241餐饮配送服务,H住宿和餐饮业,6299其他未列明餐饮业,0.4
证券期货业,6750证券期货监管服务,671证券市场服务,674期货市场服务,6711证券市场管理服务,6712证券经纪交易服务,0.545
房屋销售和出租,7124图书出租,47房屋建筑业,5413出租车客运,7130日用品出租,4710住宅房屋建筑,0.222
自来水的生产和供应,46水的生产和供应业,4610自来水生产和供应,4430热力生产和供应,45燃气生产和供应业,45燃气生产和供应业,0.8
饮料、包装制品及原料生产,353食品、饮料、烟草及饲料生产专用设备制造　　　,5131纺织品、针织品及原料批发,2523煤制液体燃料生产,1353肉制品及副产品加工,2541生物质液体燃料生产,0.276
商业--医药零售,5251西药零售,5252中药零售,525医药及医疗器材专门零售,52零售业,521综合零售,0.4
酒店、餐饮业,62餐饮业,629其他餐饮业,H住宿和餐饮业,6299其他未列明餐饮业,6241餐饮配送服务,0.571
工程安装收入,4910电气安装,49建筑安装业,4811铁路工程建筑,4812公路工程建筑,483海洋工程建筑,0.25
电力、蒸汽、热水的生产,44电力、热力生产和供应业,46水的生产和供应业,D电力、热力、燃气及水生产和供应业,441电力生产,4419其他电力生产,0.4
公用工程,4832海洋能源开发利用工程建筑,4811铁路工程建筑,4812公路工程建筑,483海洋工程建筑,4831海洋油气资源开发利用工程建筑,0.286
证券、期货业,6750证券期货监管服务,671证券市场服务,674期货市场服务,6711证券市场管理服务,6712证券经纪交易服务,0.333
成品油销售收入,5267机动车充电销售,177家用纺织制成品制造,178产业用纺织制成品制造,1779其他家用纺织制成品制造,1789其他产业用纺织制成品制造,0.167
种子类,5112种子批发,511种子种苗培育活动,1农业,11谷物种植,111稻谷种植,0.4
塑料包装箱及容器制造业,2926塑料包装箱及容器制造,333集装箱及金属包装容器制造,3055玻璃包装容器制造,2035木制容器制造,2231纸和纸板容器制造,0.947
制剂销售,5267机动车充电销售,2720化学药品制剂制造,526汽车、摩托车、零配件和燃料及其他动力销售,1农业,11谷物种植,0.222
零售、服务业,72商务服务业,80居民服务业,82其他服务业,729其他商务服务业,74专业技术服务业,0.444
垃圾处理及发电收入,3811发电机及发电机组制造,4620污水处理及其再生利用,3360金属表面处理及热处理加工,4411火力发电,4413水力发电,0.235
电力、蒸汽、热水的生产和供应,44电力、热力生产和供应业,46水的生产和供应业,D电力、热力、燃气及水生产和供应业,4430热力生产和供应,45燃气生产和供应业,0.609
钢铁产品销售,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.222
化纤1,1751化纤织造加工,2811化纤浆粕制造,1752化纤织物染整精加工,175化纤织造及印染精加工,1农业,0.286
钢材及钢材制品,1392豆制品制造,144乳制品制造,16烟草制品业 ,203木制品制造,2041竹制品制造,0.2
成品油销售,5267机动车充电销售,177家用纺织制成品制造,178产业用纺织制成品制造,1779其他家用纺织制成品制造,1789其他产业用纺织制成品制造,0.2
香料类,163香料作物种植,2684香料、香精制造,16坚果、含油果、香料和饮料作物种植,1农业,11谷物种植,0.286
饮料、包装制品,512食品、饮料及烟草制品批发,152饮料制造,346烘炉、风机、包装等设备制造,7292包装服务,522食品、饮料及烟草制品专门零售,0.235
商业--批发零售,F批发和零售业,51批发业,52零售业,5112种子批发,5116牲畜批发,0.333
零售服务业,72商务服务业,80居民服务业,82其他服务业,729其他商务服务业,74专业技术服务业,0.5
客运服务,5421长途客运,5422旅游客运,5531客运港口,6020快递服务,6130民宿服务,0.333
发电销售,5267机动车充电销售,4411火力发电,4413水力发电,4414核力发电,4415风力发电,0.444
黑色金属冶炼及压延加工、销售,31黑色金属冶炼和压延加工业 ,32有色金属冶炼和压延加工业 ,325有色金属压延加工,3259其他有色金属压延加工,3253贵金属压延加工,0.667
小家电,5138日用家电批发,5272日用家电零售,1农业,11谷物种植,111稻谷种植,0.286
钒产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.333
矿产业务,7471能源矿产地质勘查,7472固体矿产地质勘查,516矿产品、建材及化工产品批发,7473水、二氧化碳等矿产地质勘查,1农业,0.25
农化类,,,,,,0
其他饮料制造业,152饮料制造,1521碳酸饮料制造,1525固体饮料制造,C制造业,262肥料制造,0.857
公司行业间相互抵减,6911信托公司,9522行业性团体,6632财务公司服务 ,6920控股公司服务,6634汽车金融公司服务,0.182
商业产品销售,5115林业产品批发,5117渔业产品批发,25林产品采集,136水产品加工,6840商业养老金,0.4
市场租赁业,71租赁业,7111汽车租赁,7242市场调查,5212超级市场零售,6631融资租赁服务,0.667
电力、蒸汽、热水生产和供应业,44电力、热力生产和供应业,D电力、热力、燃气及水生产和供应业,45燃气生产和供应业,45燃气生产和供应业,4513煤气生产和供应业,0.696
焦副产品,1353肉制品及副产品加工,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,0.364
空调及配件,3412内燃机及配件制造,3670汽车零部件及配件制造,2442专项运动器材及配件制造,3752摩托车零部件及配件制造,5263汽车零配件零售,0.364
电产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.333
设计费,6520集成电路设计,7484工程设计活动,7485规划设计管理,7491工业设计服务,7492专业设计服务,0.286
酒店服务类,6020快递服务,6130民宿服务,6210正餐服务,6220快餐服务,6231茶馆服务,0.286
PET原料,261基础化学原料制造,2614有机化学原料制造,2710化学药品原料药制造,2619其他基础化学原料制造,26化学原料和化学制品制造业,0.182
配件及其他,3670汽车零部件及配件制造,3752摩托车零部件及配件制造,5263汽车零配件零售,3412内燃机及配件制造,5172汽车及零配件批发,0.364
联碱及其他化工产品,5169其他化工产品批发,516矿产品、建材及化工产品批发,2671炸药及火工产品制造,25林产品采集,136水产品加工,0.462
污水、废液处理,4620污水处理及其再生利用,4630海水淡化处理,2414墨水、墨汁制造,532畜禽粪污处理活动,4210金属废料和碎屑加工处理,0.267
电收入,,,,,,0
钢坯,,,,,,0
空气调节器及配件,3852家用空气调节器制造,3412内燃机及配件制造,3670汽车零部件及配件制造,2442专项运动器材及配件制造,3752摩托车零部件及配件制造,0.533
钛产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.333
液化气,4512液化石油气生产和供应业,1农业,11谷物种植,111稻谷种植,112小麦种植,0.167
服务、餐饮业,62餐饮业,629其他餐饮业,6241餐饮配送服务,H住宿和餐饮业,6299其他未列明餐饮业,0.571
医药业,27医药制造业 ,515医药及医疗器材批发,2770卫生材料及医药用品制造,525医药及医疗器材专门零售,1农业,0.333
压路机械,512农业机械活动,3423铸造机械制造,3471电影机械制造,3511矿山机械制造,3553缝制机械制造,0.25
商品房销售及物业收入,7020物业管理,5267机动车充电销售,526汽车、摩托车、零配件和燃料及其他动力销售,1农业,11谷物种植,0.167
旅行团业务,7291旅行社及相关服务,1农业,11谷物种植,111稻谷种植,112小麦种植,0.222
电力蒸汽热水的生产和供应业,46水的生产和供应业,44电力、热力生产和供应业,45燃气生产和供应业,45燃气生产和供应业,4513煤气生产和供应业,0.737
文化类,88文化艺术业,7284文化会展服务,8393文化艺术培训,9051文化活动服务,8890其他文化艺术业,0.333
电容,3981电阻电容电感元件制造,3822电容器及其配套设备制造,1农业,11谷物种植,111稻谷种植,0.2
钒,,,,,,0
工程安装,4910电气安装,49建筑安装业,4811铁路工程建筑,4812公路工程建筑,483海洋工程建筑,0.333
农、林、牧、渔,A农、林、牧、渔业,511农、林、牧、渔产品批发,357农、林、牧、渔专用机械制造,3579其他农、林、牧、渔业机械制造,5农、林、牧、渔专业及辅助性活动,0.923
药品制造业,14食品制造业,2750兽用药品制造,2761生物药品制造,C制造业,2720化学药品制剂制造,0.75
铲土运输机械,5438搬家运输,53铁路运输业,54道路运输业,55水上运输业,56航空运输业 ,0.25
建材及贸易收入,516矿产品、建材及化工产品批发,5165建材批发,5181贸易代理,518贸易经纪与代理,5189其他贸易经纪与代理,0.222
材料转让,265合成材料制造,283生物基材料制造,2659其他合成材料制造,3024轻质建筑材料制造,3033防水建筑材料制造,0.25
技术,745质检技术服务,751技术推广服务,6532物联网技术服务,74专业技术服务业,3051技术玻璃制品制造,0.333
酒店业及其他,6121经济型连锁酒店,51农业专业及辅助性活动,52林业专业及辅助性活动,53畜牧专业及辅助性活动,54渔业专业及辅助性活动,0.222
漆包线,,,,,,0
钛,,,,,,0
管输费,,,,,,0
农业类,1农业,190其他农业,512农业机械活动,5171农业机械批发,7112农业机械经营租赁,0.667
基础建设,6511基础软件开发,7474基础地质勘查,261基础化学原料制造,2619其他基础化学原料制造,1农业,0.25
商品产品销售,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.222
房地产销售及物业收入,70房地产业,70房地产业,7090其他房地产业,7010房地产开发经营,7030房地产中介服务,0.333
代收费手续费,,,,,,0
销售油漆,5267机动车充电销售,526汽车、摩托车、零配件和燃料及其他动力销售,1农业,11谷物种植,111稻谷种植,0.222
文化创意业,88文化艺术业,7284文化会展服务,8393文化艺术培训,9051文化活动服务,8890其他文化艺术业,0.25
空调器,3464制冷、空调设备制造,1农业,11谷物种植,111稻谷种植,112小麦种植,0.2
钛原料及化工行业,281纤维素纤维原料及纤维制造,516矿产品、建材及化工产品批发,9522行业性团体,623饮料及冷饮服务,261基础化学原料制造,0.222
天然气行业,72天然气开采,721陆地天然气开采,7石油和天然气开采业,4511天然气生产和供应业,722海洋天然气及可燃冰开采,0.5
农、林、牧、渔服务业,A农、林、牧、渔业,511农、林、牧、渔产品批发,357农、林、牧、渔专用机械制造,3579其他农、林、牧、渔业机械制造,5农、林、牧、渔专业及辅助性活动,0.75
供汽、供热,,,,,,0
互联网传媒,5193互联网批发,5292互联网零售,643互联网平台,642互联网信息服务,6421互联网搜索服务,0.5
化工分部,4891园林绿化工程施工,5169其他化工产品批发,3543日用化工专用设备制造,3521炼油、化工生产专用设备制造,516矿产品、建材及化工产品批发,0.2
技术支持费,745质检技术服务,751技术推广服务,6532物联网技术服务,74专业技术服务业,3051技术玻璃制品制造,0.222
航空制造,3744航空相关设备制造,C制造业,3749其他航空航天器制造,1442乳粉制造,1461味精制造,0.4
文化创意,88文化艺术业,7284文化会展服务,8393文化艺术培训,9051文化活动服务,8890其他文化艺术业,0.286
空气调节器,3852家用空气调节器制造,1农业,11谷物种植,111稻谷种植,112小麦种植,0.667
钒制品,1392豆制品制造,144乳制品制造,16烟草制品业 ,203木制品制造,2041竹制品制造,0.333
化工材料,265合成材料制造,283生物基材料制造,2659其他合成材料制造,3024轻质建筑材料制造,3033防水建筑材料制造,0.25
酒店类,6121经济型连锁酒店,1农业,11谷物种植,111稻谷种植,112小麦种植,0.25
医药产品销售,25林产品采集,136水产品加工,27医药制造业 ,5115林业产品批发,5117渔业产品批发,0.222
旅游及其他,5422旅游客运,6110旅游饭店,7282旅游会展服务,1农业,11谷物种植,0.4
